label,text,target,pred,tensor
Personal,ফুলকে কখনো বলতে হয় না তোমার গন্ধ কি সে তার সুগন্ধি দিয়ে বুঝিয়ে দেয় তাঁর কাজ ও তাঁর চরিত্র রানুদি ও ঠিক সেটাই করেছে বেৃকখ তোমার নাম কি ফলে পরিচয় এটাই রানুদি দেখিয়েছে ,0,0,"tensor([9.7314e-01, 3.7688e-04, 2.5757e-03, 2.4151e-04, 2.3666e-02],
       device='cuda:0')"
Geopolitical,কার হাতে দেশ নিরাপদ? কাকে সমর্থন করবেন সে সিদ্ধান্ত আপনার ,3,3,"tensor([3.0164e-02, 3.5700e-02, 4.5569e-04, 9.3270e-01, 9.7706e-04],
       device='cuda:0')"
Gender abusive,এদের মতন বেশ্যা মাগিদের জন্য সমাজে এত নুংরামী হয় ,4,4,"tensor([2.2400e-01, 1.8146e-03, 2.3852e-04, 1.3149e-03, 7.7264e-01],
       device='cuda:0')"
Personal,৫ বল খেলে লাস্ট বলে সিঙ্গেল নেওয়া মানুষগুলার মতো ক্রিমিনাল আর একটাও নেই,0,0,"tensor([9.8157e-01, 6.1182e-04, 1.0174e-03, 5.4466e-03, 1.1350e-02],
       device='cuda:0')"
Gender abusive,কুত্তী রাস্তায় রাস্তায় ঘুরবে আর বেশি দিন নয় ,4,0,"tensor([9.9285e-01, 1.2078e-03, 5.7058e-04, 1.0091e-03, 4.3670e-03],
       device='cuda:0')"
Gender abusive,তোরা তো চুদতে পারস না। তাই আমরা তোর মা বোনদের চুদে তোদের করি। তুই খানকির পোলা।,4,4,"tensor([1.6785e-03, 1.2887e-03, 5.5881e-04, 1.2719e-03, 9.9520e-01],
       device='cuda:0')"
Personal, সত্য কথা বলেন না ফাসি হবে। ,0,0,"tensor([9.9427e-01, 3.7876e-03, 1.1010e-03, 4.2133e-04, 4.2053e-04],
       device='cuda:0')"
Geopolitical,মুসলিম শাসকরা ধর্মান্তরে বাধ্য করালে ভারতে হিন্দুই থাকত না,3,2,"tensor([3.2772e-03, 5.9913e-04, 7.0356e-01, 2.9193e-01, 6.4091e-04],
       device='cuda:0')"
Personal,জাতিসংঘ না কি শয়তানের সংঘ।ঐ বেটা কুত্তা আইং সাং সুচিংকে ফাসিতে ঝোলাতে হবে।,0,0,"tensor([9.9194e-01, 3.8996e-03, 1.9612e-03, 1.3456e-03, 8.5668e-04],
       device='cuda:0')"
Religious,যখন বাবরি মসজিদ ভাঙ্গা হলো সেই ওপারের সাম্প্রদায়িকতার ঢেউ এপার বাংলার অাকাশে বাতাসেও যেন বইছিলো। মোদ্দাকথা অামাক সিকুয়েশন করতে হবে। ওপারের ভাইদের উপর অাক্রমণ হইবো অার অামরা বসে বসে থাকুম নাকি এপারের মালাউনদের উপর তাই হামলা করে তখন বাবরি মসজিদ ভাঙ্গার প্রতিশোধ নেওয়া হলো। পৃথিবীর মধ্যে অামাগো শান্তিপ্রিয় ভাইয়েরাই বুঝি এমন এক জাত যারা পজেটিভ দিকের সিকুয়েশন করতে পারুক বা না পারুক এসব নেগেটিভ দিক যেটা দেশের ভাবমূর্তি নষ্ট করে যা থেকে অামাদের ভাল কিছুই শেখার নেই এরা সেটার সিকুয়েশন করে। এক অাখলা,2,2,"tensor([9.1911e-04, 2.9365e-04, 9.9694e-01, 1.5950e-03, 2.4881e-04],
       device='cuda:0')"
Political,"সুমন আজকে ফাইসে গেছে একদম।ও কোনো একটা উদাহরণ ও দিতে পারে নাই।সুমন একটা বাটপার, ক্ষমতার লোভে ও এখন যুবলীগে দৌড়াইছে।",1,1,"tensor([6.7520e-04, 9.9720e-01, 1.9165e-04, 9.7127e-04, 9.6391e-04],
       device='cuda:0')"
Geopolitical,আন্তর্জাতিক ডেস্ক নোট বাতিল কাণ্ডে ভারতজুড়ে দেখা দিয়েছে নৈরাজ্য। তাতে বাদ যাবেন কেন মন্ত্রী এমপিরা। এবার মহারাষ্ট্রের সমবায়মন্ত্রী সুভাষ দেশমুখের গাড়ি থেকে লাখ টাকার মূল্যমানের নিষিদ্ধ ও এক হাজার টাকার নোট উদ্ধার করা হয়েছে। খবর আনন্দবাজার পত্রিকার।,3,3,"tensor([1.4534e-04, 1.6311e-03, 3.3528e-04, 9.9779e-01, 9.9234e-05],
       device='cuda:0')"
Personal,দুর! মিয়া বোতলের সাইজ এত ছোট কে? স্যার আমি তো আপনার আর আপনার মেয়ের কাছ থেকে শিখতাছি ,0,0,"tensor([9.6620e-01, 6.4413e-04, 7.7120e-04, 5.1299e-03, 2.7258e-02],
       device='cuda:0')"
Religious,তেতুল হুজুর বৌয়ের যোনি চুসে বুঝলো যে টক।,2,2,"tensor([0.1926, 0.0364, 0.5692, 0.0113, 0.1906], device='cuda:0')"
Geopolitical,একজন খেলোয়াড়দের ফোকাস সরিয়ে দেওয়ার জন্য একটা নারীই যথেষ্ট এটা ভারতের লাগামহীন বলিউড নয় যে বিরাট কোহলীর মত অনুশকা কে নিয়ে হোটেলে থাকা যাবে আর আল আমীন মনে হয় অস্ট্রেলিয়ার শাস্তির কথা ভুলে গেছে এবারের ভুল তার ভবিষ্যতে জাতীয় দলে আসার পথে একটি বিরাট বাধার কাজ করবে,3,3,"tensor([4.5011e-03, 1.3747e-03, 1.7100e-04, 9.9315e-01, 8.0069e-04],
       device='cuda:0')"
Personal,"স্যারের কাছে প্রাইভেট পড়া পোলাপান ফেল করার পর, তুই শালা জাতীয় বেইমান",0,0,"tensor([9.9443e-01, 1.2174e-03, 2.1504e-04, 6.6139e-04, 3.4760e-03],
       device='cuda:0')"
Geopolitical,মানুষরূপী পুলিশের নিষ্ঠুর নির্যাতনে পঙ্গু সিলেট মহানগর শিবির নেতা সোহেল,3,3,"tensor([1.7394e-03, 1.7339e-03, 8.0543e-03, 9.8827e-01, 2.0405e-04],
       device='cuda:0')"
Religious,আপনি ছোট খাটো মূর্খ কাফিরদের সাথে কথা বলবেন না।,2,2,"tensor([2.1254e-04, 4.9108e-03, 9.9428e-01, 4.7179e-04, 1.2294e-04],
       device='cuda:0')"
Gender abusive,"মাগি খানকি তোর কি মা, বাবা, ভাই,বোন নাই মাগি ",4,4,"tensor([4.8281e-03, 7.3195e-04, 1.1160e-04, 2.3254e-04, 9.9410e-01],
       device='cuda:0')"
Geopolitical,কারণ এর যুদ্ধ হয়েছিল ভারত আর পাকিস্তানের মধ্যে ভারতীয়দের ভাষায়।বাংলাদেশ দেশটা ভারতের দেওয়া উপহার মাত্র,3,3,"tensor([1.1482e-04, 3.2793e-04, 4.3170e-04, 9.9900e-01, 1.2221e-04],
       device='cuda:0')"
Religious,"ধর্ম নিরপেক্ষতার নামে মুসলমান মেয়েদের অপমান, আর কতো? ",2,2,"tensor([8.9930e-03, 6.2775e-04, 9.8902e-01, 1.0429e-03, 3.1415e-04],
       device='cuda:0')"
Geopolitical,"তরুণ আলেমদের প্রথম ভোট, আলেম হত্যাকারীদের বিপক্ষে হোক ",3,1,"tensor([7.5013e-04, 8.6699e-01, 4.6710e-03, 1.2642e-01, 1.1655e-03],
       device='cuda:0')"
Geopolitical,বাংলাদেশে বাস করছে লক্ষ অবৈধ ভারতীয়।,3,3,"tensor([2.0583e-04, 6.2628e-04, 1.2989e-03, 9.9760e-01, 2.7254e-04],
       device='cuda:0')"
Geopolitical,হিন্দুদের নিয়ে একাটা কথা আছে বাংলাদেশে থাকলে ভোট পাবো আর ভারতে চলে গেলে জমি পাবো।বাংলাদেশের হিন্দুদের শুধু কি ভোট দেওয়ার অধিকার,3,3,"tensor([5.6589e-04, 3.9376e-04, 3.0945e-03, 9.9560e-01, 3.4385e-04],
       device='cuda:0')"
Religious,অসভ্য হলেও আমাদের মুসলিম ভাইকে স্যালুট,2,0,"tensor([9.9192e-01, 2.6113e-04, 4.0670e-03, 2.6877e-03, 1.0620e-03],
       device='cuda:0')"
Personal,"ইসলামে মদ পান হারাম, তাও তোরা মদ খেয়ে মাদলামো করিস ",0,2,"tensor([2.2173e-03, 3.7116e-04, 9.9658e-01, 2.8629e-04, 5.4221e-04],
       device='cuda:0')"
Political,"ছাত্র লীগ বলতে বর্তমানে  কিছুই নেই, সব হায়নার লীগ। ",1,1,"tensor([1.5470e-04, 9.9861e-01, 3.5428e-04, 6.6880e-04, 2.1094e-04],
       device='cuda:0')"
Personal,খানকির পোলা এ হেডালির পোলা বেশি উম্মাত। ,0,4,"tensor([5.6213e-02, 4.6419e-03, 2.3931e-04, 2.3494e-03, 9.3656e-01],
       device='cuda:0')"
Geopolitical,ভারতের পীচ আর রান হাহাহা ?? ভারতের সব রেকর্ড তাদের নিজের মাটিতেই। বাইরের মাটিতে তাদের হাগু এসে যায় রান করতে। তাদের মুখে তো এ কথা মানায় না। এটা যদি ইউরোপের মাট হত তাও বিলিভ করা যেত। কারণ অস্ট্রেলীয় আর ইংল্যান্ড তারা সব সময় বোলিং পীচকেঈ প্রাদান্য দেয়। ভারতের আসলেই লজ্জা শরম নেই,3,3,"tensor([1.8683e-04, 4.5294e-04, 3.0186e-04, 9.9885e-01, 2.1315e-04],
       device='cuda:0')"
Personal,মাগিটারে সাকিব খান কাজের মেয়ে হিসেবে রাখাবে না।,0,0,"tensor([0.5288, 0.0042, 0.0012, 0.0016, 0.4642], device='cuda:0')"
Geopolitical,এই নিয়ম চালু হলে অপরাধ বৈধতা পাবে তাই এই নিয়ম ভারতের সঙ্গে চালুর কোনো প্রয়োজন নেই ।,3,3,"tensor([1.0953e-04, 6.1121e-04, 2.2119e-04, 9.9886e-01, 1.9635e-04],
       device='cuda:0')"
Political, প্রধানমন্ত্রী সাহেবা ছাত্রলীগ বলতে লজ্জা লাগে না শিবির বা ছাত্রদলের উপর চাপানো চেষ্টা চলবে ? ,1,3,"tensor([0.0011, 0.2670, 0.0016, 0.7272, 0.0030], device='cuda:0')"
Geopolitical,"মাদারচুত ফকস্থানী, তোদের এই বাংলার বুকে কোনো স্থান নাই।",3,2,"tensor([0.0965, 0.0494, 0.8079, 0.0451, 0.0010], device='cuda:0')"
Personal,বাংলা ছবির বদনাম তোরাই আমার মনে হয় না পরীমনি নায়িকা হওয়ার পরে সিনেমা হলে গিয়ে পরিমনির একটা ছবি দেখছি ,0,0,"tensor([0.6862, 0.0037, 0.0009, 0.0046, 0.3046], device='cuda:0')"
Personal,মাদারির চোদরে লাথি মেরে বেরকরে দেওয়া দরকার ছিলো,0,0,"tensor([0.9881, 0.0031, 0.0010, 0.0027, 0.0051], device='cuda:0')"
Gender abusive,এটা কমিশনার এর মেয়ে খানকিমাগির মেয়ে ,4,0,"tensor([0.7751, 0.0271, 0.0010, 0.0031, 0.1938], device='cuda:0')"
Political,যে ব্যক্তি বলবে আল্লামা মামুনুল হক সাহেব রাজাকার এবং তার পিতা ও রাজাকার ছিলেন আমি বলতে পারি ইনশাআল্লাহ তার জন্ম বৈধভাবে হয় নাই। ,1,1,"tensor([0.0022, 0.9138, 0.0740, 0.0085, 0.0015], device='cuda:0')"
